Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Body Material (product.metafields.custom.body_material),Brand (product.metafields.custom.brand),Instrument Compatibility (product.metafields.custom.instrument_compatibility),Instrument Type (product.metafields.custom.instrument_type),Key (product.metafields.custom.key),Key Features 1 (product.metafields.custom.key_features_1),Key Features 2 (product.metafields.custom.key_features_2),Key Features 3 (product.metafields.custom.key_features_3),Key Plating (product.metafields.custom.key_material),Key Post Material (product.metafields.custom.key_post_material),meter (product.metafields.custom.meter),Pad Type (product.metafields.custom.pad_type),Product Grouping Option 1 (product.metafields.custom.product_grouping_option_1),Product Grouping Option 1 Value (product.metafields.custom.product_grouping_option_1_value),Product Type (product.metafields.custom.product_type),Skill Level (product.metafields.custom.skill_level),_Included_Accessories (product.metafields.custom._included_accessories),Product subtitle (product.metafields.descriptors.subtitle),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),rebate new (product.metafields.rebate.new),rebate old (product.metafields.rebate.old),Product rating count (product.metafields.reviews.rating_count),Bell size (product.metafields.shopify.bell-size),Clarinet key system (product.metafields.shopify.clarinet-key-system),Compatible clarinet type (product.metafields.shopify.compatible-clarinet-type),Instrument/Accessory finish (product.metafields.shopify.instrument-accessory-finish),Instrument material (product.metafields.shopify.instrument-material),Mouthpiece (product.metafields.shopify.mouthpiece),Reed strength (product.metafields.shopify.reed-strength),Tip opening (product.metafields.shopify.tip-opening),Tuning pitch (product.metafields.shopify.tuning-pitch),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
rz-allegro-bb-clarinet,RZ Allegro B♭ Clarinet,"<!-- 
  Page Title: RZ Allegro B♭ Clarinet – Authentic Tone and Superior Craftsmanship
  Meta Description: Discover the RZ Allegro B♭ Clarinet, crafted from slow-aged Grenadilla wood for authentic tone, superior key action, and exceptional Czech craftsmanship.
-->
<style>
  .h1 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
  }

  .h2 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
  }

  .h3 {
    text-align: center;
    font-size: 2rem;
    font-style: italic;
  }

  .text-center {
    text-align: center;
  }

  .text-center1 {
    text-align: center;
    font-style: italic;
    color: #9b7733;
  }

  .text-center2 {
    text-align: center;
    text-decoration: underline;
    color: #414040;
  }

  .tabs {
    display: flex;
    justify-content: center;
    border-bottom: 2px solid #ddd;
    border-radius: 5px 5px 0 0;
    margin: 20px 0;
  }

  .tab {
    padding: 10px 20px;
    cursor: pointer;
    font-weight: bold;
    background-color: #C7B38A;
    border: 1px solid #ddd;
    border-bottom: none;
    margin-right: 5px;
    border-radius: 5px 5px 0 0;
  }

  .tab.active {
    background-color: #dcc18825;
    border-bottom: 2px solid #dcc18825;
    box-shadow: 2px 0px 5px rgba(0, 0, 0, 0.6);
  }

  .tab-content {
    display: none;
    padding: 15px;
    background-color: #DCC18850;
    border: 1px solid #ddd;
    border-radius: 5px;
  }

  .tab-content.active {
    display: block;
  }

  .spec-table {
    width: 100%;
    border-collapse: collapse;
    margin: 0 auto;
  }

  .spec-table th,
  .spec-table td {
    padding: 8px;
    border: 1px solid #ddd;
  }

  .spec-table th {
    background-color: #f9f9f9;
    text-align: left;
  }
</style>
<article><header>
<h1 class=""h1"">RZ Allegro B♭ Clarinet</h1>
<p class=""text-center1"">Step Up Your Musical Journey</p>
<p>Experience unparalleled craftsmanship with the <strong>RZ Allegro B♭ Clarinet</strong>, meticulously crafted from unstained, slow-aged Grenadilla wood for a warm, resonant tone. Featuring a spring displacement mechanism for superior key action, heavily silver-plated keywork, and comfortable leather pads, this clarinet helps you focus on what truly matters—your performance.</p>
</header><!-- Tab Navigation -->
<div class=""tabs"">
<div class=""tab active"" data-tab=""overview"">Overview</div>
<div class=""tab"" data-tab=""description"">Description</div>
<div class=""tab"" data-tab=""specifications"">Tech Specs</div>
</div>
<!-- Tab Content: Overview -->
<div id=""overview"" class=""tab-content active"">
<p class=""h2""><strong>Designed for Responsiveness &amp; Comfort</strong></p>
<p>With a unique <strong>spring displacement mechanism</strong> attaching the flaps between the posts, the RZ Allegro responds instantly to the player’s touch. Its durable leather pads and an adjustable thumb rest ensure a secure seal and effortless handling, making practice sessions and performances equally enjoyable.</p>
</div>
<!-- Tab Content: Description -->
<div id=""description"" class=""tab-content"">
<section><header>
<h1 class=""h2""><strong>Exclusive Key Action &amp; Superior Craftsmanship</strong></h1>
<p class=""text-center1""><strong>Elevate Your Performance</strong></p>
<p>Handcrafted from a minimum of 7-year slow-aged <strong>Grenadilla wood</strong>, the RZ Allegro’s unstained finish showcases its natural beauty. This model boasts heavily silver-plated keywork with carbon rings for added durability and style, embodying the fusion of form and function that is the hallmark of Czech instrument design.</p>
</header></section>
<section>
<h2 class=""h3""><strong>Complete Package for Optimal Versatility</strong></h2>
<p>Featuring <strong>two barrels</strong> for precise intonation adjustments, the RZ Allegro B♭ Clarinet adapts seamlessly to a range of musical settings. Along with an RZ case and cleaning set, you’ll have everything you need to maintain and transport your clarinet with ease.</p>
<p>Whether you’re advancing your studies or taking the stage, the RZ Allegro delivers performance-ready reliability and the warmth of authentic Czech craftsmanship.</p>
</section>
</div>
<!-- Tab Content: Technical Specifications -->
<div id=""specifications"" class=""tab-content"">
<p class=""h2""><strong>Key Features</strong></p>
<table class=""spec-table"">
<colgroup> <col style=""width: 33%;""> <col style=""width: 67%;""> </colgroup>
<tbody>
<tr>
<th>Wood Material</th>
<td>Slow-aged Grenadilla (7+ years), unstained finish</td>
</tr>
<tr>
<th>Pads</th>
<td>Leather pads for secure sealing</td>
</tr>
<tr>
<th>Thumb Rest</th>
<td>Adjustable for personalized comfort</td>
</tr>
<tr>
<th>Key Mechanism</th>
<td>Spring displacement mechanism for superior key action</td>
</tr>
<tr>
<th>Keywork</th>
<td>Heavily silver-plated keys</td>
</tr>
<tr>
<th>Rings</th>
<td>Carbon rings for enhanced durability</td>
</tr>
<tr>
<th>Barrels</th>
<td>2 barrels included for precise intonation</td>
</tr>
<tr>
<th>Accessories</th>
<td>RZ case and cleaning set</td>
</tr>
</tbody>
</table>
</div>
<footer>
<p>Embodying remarkable craftsmanship and authentic tonal excellence, the <strong>RZ Allegro B♭ Clarinet</strong> is an investment in your musical future. Harness its quick response, comfortable design, and beautiful resonance to transform every note into an inspiring performance.</p>
</footer></article>
<p> </p><script>
  // Tab functionality
  const tabs = document.querySelectorAll('.tab');
  const contents = document.querySelectorAll('.tab-content');

  tabs.forEach(tab => {
    tab.addEventListener('click', () => {
      // Remove 'active' class from all tabs and contents
      tabs.forEach(t => t.classList.remove('active'));
      contents.forEach(c => c.classList.remove('active'));

      // Add 'active' class to the clicked tab and corresponding content
      tab.classList.add('active');
      document.getElementById(tab.dataset.tab).classList.add('active');
    });
  });
</script>",RZ Clarinets,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Woodwinds > Clarinets,Clarinets,"Bb, clarinet, INSTRUMENT, Intermediate, Key of Bb, New, pro, Professional, step",true,Auxiliary Eb Lever,With Eb Lever,,,,,,,,RZ-CL5401-0,6259.574706,shopify,continue,manual,3800.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/3035/0644/files/RZAllegro1.jpg?v=1715491635,1,RZ Allegro Bb Clarinet,false,RZ Allegro B♭ Clarinet – Authentic Tone and Superior Craftsmanship,"Discover the RZ Allegro B♭ Clarinet, crafted from slow-aged Grenadilla wood for authentic tone, superior key action, and exceptional Czech craftsmanship.",,,,,,,,,,,, Grenadilla Wood,{{ product.vendor }},Bb Soprano Clarinet,Bb Soprano Clarinet, Bb,,,, Heavy Silver Plated, Silver Plated,, Leather,,,Instrument,"Student
Intermediate
Professional",,,,,,,,,,boehm,,mopane-wood,african-blackwood,bb,,,,,,,,,lb,,2200.00,active
rz-allegro-bb-clarinet,,,,,,,,,No Eb Lever,,,,,,,,RZ-CL5400-0,6259.574706,shopify,continue,manual,3600.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/3035/0644/files/RZAllegro2.jpg?v=1715491635,2,RZ Allegro Bb Clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2125.00,
rz-allegro-bb-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/RZAllegro3.jpg?v=1715491637,3,RZ Allegro Bb Clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rz-allegro-bb-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/RZAllegro4.jpg?v=1715491636,4,RZ Allegro Bb Clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-pocket-clarinet,Buffet Crampon Pocket Clarinet,"<!-- 
 
  Page Title: Buffet Crampon Pocket Clarinet – Inspire Young Musicians
  Meta Description: Jumpstart a musical journey with the Buffet Crampon Pocket Clarinet. Lightweight, kid-friendly, and crafted from Mozambique grenadilla wood for rich tone.
-->
<style>
  .h1 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
      }

    .h2 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
    }
  .h3 {
    text-align: center;
    font-size: 2rem;
    font-style: italic;
  }
  .text-center {
    text-align: center;
  }
  .text-center1 {
    text-align: center;
    font-style: italic;
    color: #9b7733;
  }
  .text-center2 {
    text-align: center;
    text-decoration: underline;
    color: #414040;
  }
  .tabs {
    display: flex;
    justify-content: center;
    border-bottom: 2px solid #ddd;
    border-radius: 5px 5px 0 0;
    margin: 20px 0;
  }
  .tab {
    padding: 10px 20px;
    cursor: pointer;
    font-weight: bold;
    background-color: #C7B38A;
    border: 1px solid #ddd;
    border-bottom: none;
    margin-right: 5px;
    border-radius: 5px 5px 0 0;
  }
  .tab.active {
    background-color: #dcc18825;
    border-bottom: 2px solid #dcc18825;
    box-shadow: 2px 0px 5px rgba(0, 0, 0, 0.6);
  }
  .tab-content {
    display: none;
    padding: 15px;
    background-color: #DCC18850;
    border: 1px solid #ddd;
    border-radius: 5px;
  }
  .tab-content.active {
    display: block;
  }
  .spec-table {
    width: 100%;
    border-collapse: collapse;
    margin: 0 auto;
  }
  .spec-table th,
  .spec-table td {
    padding: 8px;
    border: 1px solid #ddd;
  }
  .spec-table th {
    background-color: #f9f9f9;
    text-align: left;
  }
</style>
<article><header>
<h1 class=""h1"">Buffet Crampon Pocket Clarinet</h1>
<p class=""text-center1"">A Perfect Start for Little Hands</p>
<p>Three years of meticulous research led to the <strong>Buffet Crampon Pocket Clarinet</strong>, a groundbreaking way for young learners to begin their musical journey. Built from Mozambique grenadilla wood (<em>Dalbergia melanoxylon</em>), this instrument provides authentic clarinet tone, offering the chance to develop solid technique while having fun along the way.</p>
</header><!-- Tab Navigation -->
<div class=""tabs"">
<div data-tab=""overview"" class=""tab active"">Overview</div>
<div data-tab=""description"" class=""tab"">Description</div>
<div data-tab=""specifications"" class=""tab"">Tech Specs</div>
</div>
<!-- Tab Content: Overview -->
<div class=""tab-content active"" id=""overview"">
<p class=""h2""><strong>Empower the Young Musician</strong></p>
<p>The <strong>Pocket Clarinet</strong> gives children the confidence to explore music with a real single-reed instrument. It uses a B♭ clarinet mouthpiece to ensure proper embouchure development, smoothly transitioning students toward a full-sized B♭ clarinet in the future. Its lightweight body and adjustable thumb rest make handling easier for smaller hands, helping kids maintain comfort during practice.</p>
</div>
<!-- Tab Content: Description -->
<div class=""tab-content"" id=""description"">
<section><header>
<h1 class=""h2""><strong>Buffet Crampon Pocket Clarinet</strong></h1>
<p class=""text-center1""><strong>Built for Young Learners</strong></p>
<p>Developed in collaboration with Buffet Crampon experts from France and Germany, the <strong>Pocket Clarinet</strong> preserves quality craftsmanship while focusing on ease of play. Its Mozambique grenadilla wood body produces a warm, resonant tone that encourages budding musicians to truly appreciate the clarinet’s distinct sound.</p>
</header></section>
<section>
<h2 class=""h3""><strong>Step Up with Confidence</strong></h2>
<p>Children can immerse themselves in music from day one, thanks to the clarinet’s ergonomic design and innovative research-backed bore. This thoughtfully crafted instrument paves the way for correct posture, proper hand positioning, and embouchure technique—critical foundations for players looking to transition smoothly to a standard B♭ clarinet.</p>
<p>Whether exploring school band repertoire or preparing for private lessons, young musicians will discover the joy of creating a full, vibrant clarinet tone at an earlier age. The <strong>Buffet Crampon Pocket Clarinet</strong> is more than an introduction; it’s a solid foundation for a lifetime of music.</p>
</section>
</div>
<!-- Tab Content: Technical Specifications -->
<div class=""tab-content"" id=""specifications"">
<p class=""h2""><strong>Pocket Clarinet at a Glance</strong></p>
<table class=""spec-table"">
<colgroup> <col style=""width: 33%;""> <col style=""width: 67%;""> </colgroup>
<tbody>
<tr>
<th>Key</th>
<td>D</td>
</tr>
<tr>
<th>Body Material</th>
<td>Mozambique grenadilla wood (<em>Dalbergia melanoxylon</em>)</td>
</tr>
<tr>
<th>Mouthpiece</th>
<td>B♭ clarinet mouthpiece</td>
</tr>
<tr>
<th>Thumb Rest</th>
<td>Adjustable for small hands</td>
</tr>
<tr>
<th>Design Focus</th>
<td>Lightweight construction for early-stage learners</td>
</tr>
<tr>
<th>Range</th>
<td>Optimized bore for balanced intonation across registers</td>
</tr>
</tbody>
</table>
</div>
<footer>
<p>Start your child’s musical journey with the <strong>Buffet Crampon Pocket Clarinet</strong>. Offering an authentic clarinet experience, it fosters skill-building, inspires creativity, and sets the stage for smooth progression to a standard B♭ clarinet.</p>
</footer></article>
<script>
  // Tab functionality
  const tabs = document.querySelectorAll('.tab');
  const contents = document.querySelectorAll('.tab-content');

  tabs.forEach(tab => {
    tab.addEventListener('click', () => {
      // Remove 'active' class from all tabs and contents
      tabs.forEach(t => t.classList.remove('active'));
      contents.forEach(c => c.classList.remove('active'));

      // Add 'active' class to the clicked tab and corresponding content
      tab.classList.add('active');
      document.getElementById(tab.dataset.tab).classList.add('active');
    });
  });
</script>",Buffet Crampon,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Woodwinds > Clarinets,Clarinets,"clarinet, INSTRUMENT, Key of D, Student",true,Title,Default Title,,,,,,,,BC2041-2-0,200.0,shopify,continue,manual,249.00,299.00,true,true,666605011645,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponPocketClarinet0.webp?v=1737619485,1,"",false,Buffet Crampon Pocket Clarinet – The Ideal First Step for Young Musicians,Give budding musicians a head start with the Buffet Crampon Pocket Clarinet. Crafted from Mozambique grenadilla wood and plays with a B♭ clarinet mouthpiece,,,,,,,,,,,, Grenadilla Wood,Buffet Crampon,D Soprano Clarinet,D Soprano Clarinet, D,,,,,,,,,,Instrument,Student,,,,,,,,,,,,black,african-blackwood,bb,,,,,,,Student Clarinet,,g,,136.00,active
buffet-crampon-pocket-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponPocketClarinet4.webp?v=1737619488,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-pocket-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponPocketClarinet5.webp?v=1737619488,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-pocket-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponPocketClarinet6.webp?v=1737619488,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-pocket-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponPocketClarinet7.webp?v=1737619488,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-pocket-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponPocketClarinet1.webp?v=1737619488,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new-buffet-crampon-mopane-festival-bb-clarinet,Buffet Crampon Mopane Festival B♭ Clarinet — Nº 48/100,"<style>
  .h1 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
  }
  .h2 {
    text-align: center;
    font-size: 2rem;
    font-style: italic;
  }
  .text-center {
    text-align: center;
  }
  .text-center1 {
    text-align: center;
    font-style: italic;
    color: #9b7733;
  }
  .text-center2 {
    text-align: center;
    text-decoration: underline;
    color: #414040;
  }
  .tabs {
    display: flex;
    justify-content: center;
    border-bottom: 2px solid #ddd;
    border-radius: 5px 5px 0 0;
    margin: 20px 0;
  }
  .tab {
    padding: 10px 20px;
    cursor: pointer;
    font-weight: bold;
    background-color: #C7B38A;
    border: 1px solid #ddd;
    border-bottom: none;
    margin-right: 5px;
    border-radius: 5px 5px 0 0;
  }
  .tab.active {
    background-color: #dcc18825;
    border-bottom: 2px solid #dcc18825;
    box-shadow: 2px 0px 5px rgba(0, 0, 0, 0.6);
  }
  .tab-content {
    display: none;
    padding: 15px;
    background-color: #DCC18850;
    border: 1px solid #ddd;
    border-radius: 5px;
  }
  .tab-content.active {
    display: block;
  }
  .spec-table {
    width: 100%;
    border-collapse: collapse;
    margin: 0 auto;
  }
  .spec-table th,
  .spec-table td {
    padding: 8px;
    border: 1px solid #ddd;
  }
  .spec-table th {
    background-color: #f9f9f9;
    text-align: left;
  }
</style>

<article>
  <header>
    <h1 class=""h1"">Buffet Crampon Festival B♭ Clarinet - Limited Edition</h1>
    <p class=""text-center1"">Only 100 Units Worldwide – Crafted for Excellence</p>
    <p>
      The <strong>Buffet Crampon Festival B♭ Clarinet</strong>, Limited Edition, is a stunning collector’s item and a professional musician’s dream. Crafted from rare mopane wood and featuring exquisite rose gold-plated finishes, this clarinet blends traditional craftsmanship with modern innovation to deliver unparalleled tonal brilliance and projection.
    </p>
  </header>

  <!-- Tab Navigation -->
  <div class=""tabs"">
    <div data-tab=""overview"" class=""tab active"">Overview</div>
    <div data-tab=""features"" class=""tab"">Description</div>
    <div data-tab=""specifications"" class=""tab"">Tech Specs</div>
  </div>

  <!-- Tab Content: Overview -->
  <div class=""tab-content active"" id=""overview"">
    <p class=""h2""><strong>A Masterpiece for Collectors and Professionals</strong></p>
    <p>
      With only 100 clarinets produced globally, the Limited Edition Festival B♭ Clarinet is a once-in-a-lifetime opportunity to own a true work of art. Its mopane wood body offers a unique tonal profile—rich, resonant, and full of brilliance. Paired with rose gold-plated keywork and the hallmark craftsmanship of Buffet Crampon, this clarinet is as stunning visually as it is acoustically.
    </p>
  </div>

  <!-- Tab Content: Description -->
  <div class=""tab-content"" id=""features"">
    <section>
      <header>
        <h1 class=""h2""><strong>Crafted with Precision and Elegance</strong></h1>
        <p class=""text-center1""><strong>A Limited Edition Treasure</strong></p>
        <p>
          Designed with input from legendary clarinetists Jacques Lancelot, Guy Deplus, and Michel Arrignon, the Limited Edition Festival clarinet incorporates the best of Buffet Crampon’s craftsmanship. Featuring a low F correction key, two interchangeable barrels (65 mm and 66 mm), and rose gold-plated accents, it offers both aesthetic and acoustic perfection.
        </p>
      </header>
    </section>

    <section>
      <h2 class=""h3""><strong>Innovation Meets Tradition</strong></h2>
      <p>
        Mopane wood, renowned for its density and tonal warmth, provides a rich, resonant sound that balances softness with projection. The Grand Siècle-inspired finish adds a luxurious touch, while features like the NFT certificate of authenticity make this clarinet a true collector’s item. This instrument is designed to excel in a wide range of repertoire, from classical to contemporary.
      </p>
    </section>
  </div>

  <!-- Tab Content: Technical Specifications -->
  <div class=""tab-content"" id=""specifications"">
    <p class=""h2""><strong>Tech Specs</strong></p>
    <table class=""spec-table"">
      <colgroup>
        <col style=""width: 33%;"">
        <col style=""width: 67%;"">
      </colgroup>
      <tbody>
        <tr>
          <th>Model</th>
          <td>Festival B♭ Clarinet - Limited Edition</td>
        </tr>
        <tr>
          <th>Key</th>
          <td>B♭</td>
        </tr>
        <tr>
          <th>Pitch</th>
          <td>440/442 Hz</td>
        </tr>
        <tr>
          <th>Body</th>
          <td>Mopane Wood</td>
        </tr>
        <tr>
          <th>Bore</th>
          <td>Poly-cylindrical</td>
        </tr>
        <tr>
          <th>Tenons</th>
          <td>Metal-capped</td>
        </tr>
        <tr>
          <th>Barrels</th>
          <td>65 mm and 66 mm</td>
        </tr>
        <tr>
          <th>Keys</th>
          <td>19, Rose Gold-Plated</td>
        </tr>
        <tr>
          <th>Rings</th>
          <td>6</td>
        </tr>
        <tr>
          <th>Thumb Rest</th>
          <td>Adjustable</td>
        </tr>
        <tr>
          <th>Low F Correction Key</th>
          <td>Included</td>
        </tr>
        <tr>
          <th>Keywork</th>
          <td>Silver-plated with Rose Gold Accents</td>
        </tr>
        <tr>
          <th>Springs</th>
          <td>Blue Steel</td>
        </tr>
        <tr>
          <th>Pads</th>
          <td>100% Waterproof GT, Leather, Natural Cork</td>
        </tr>
        <tr>
          <th>Case</th>
          <td>Pochette Style with Synthetic Leather Finish</td>
        </tr>
        <tr>
          <th>Accessories</th>
          <td>Ligature, Mouthpiece Cap, Swab, Cork Grease, Pencil</td>
        </tr>
      </tbody>
    </table>
  </div>

  <footer>
    <p>
      The <strong>Buffet Crampon Festival B♭ Clarinet - Limited Edition</strong> is an extraordinary instrument for discerning musicians and collectors. Its combination of rare materials, advanced features, and limited availability make it a true masterpiece in the world of professional clarinets.
    </p>
  </footer>
</article>

<script>
  // Tab functionality
  const tabs = document.querySelectorAll('.tab');
  const contents = document.querySelectorAll('.tab-content');

  tabs.forEach(tab => {
    tab.addEventListener('click', () => {
      // Remove 'active' class from all tabs and contents
      tabs.forEach(t => t.classList.remove('active'));
      contents.forEach(c => c.classList.remove('active'));

      // Add 'active' class to the clicked tab and corresponding content
      tab.classList.add('active');
      document.getElementById(tab.dataset.tab).classList.add('active');
    });
  });
</script>
",Buffet Crampon,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Woodwinds > Clarinets,Clarinets,"B Flat, Bb, buffet, buffet-crampon, clarinet, festival, INSTRUMENT, Key of Bb, Limited Edition, New, pro, Professional",true,Title,Default Title,,,,,,,,BC1139MLN-2-0P,6259.574706,shopify,deny,manual,6764.00,11233.00,true,true,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponFestivalB_Clarinet_MopaneLimitedEdition_0.webp?v=1737618591,1,"",false,Buffet Crampon Festival B♭ Clarinet – Limited Edition Masterpiece,"Explore the rare Buffet Crampon Festival B♭ Clarinet, crafted with mopane wood for rich tonal brilliance. Only 100 units worldwide, featuring rose gold keywork and premium accessories.",,,,,,,,,,,, Mopane Wood,Buffet Crampon,Bb Soprano Clarinet,Bb Soprano Clarinet, Bb,,,, Silver Plated, Rose Gold Plated,100, GT Pads,,,Instrument,Professional,,Festival,,,,,,,,boehm,,unstained,mopane-wood,bb,,,,,,,,,lb,,5327.00,active
new-buffet-crampon-mopane-festival-bb-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponFestivalB_Clarinet_MopaneLimitedEdition_2.webp?v=1737618591,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new-buffet-crampon-mopane-festival-bb-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponFestivalB_Clarinet_MopaneLimitedEdition_6.webp?v=1737618591,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new-buffet-crampon-mopane-festival-bb-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponFestivalB_Clarinet_MopaneLimitedEdition_1.webp?v=1737618591,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new-buffet-crampon-mopane-festival-bb-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponFestivalB_Clarinet_MopaneLimitedEdition_3.webp?v=1737618591,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new-buffet-crampon-mopane-festival-bb-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponFestivalB_Clarinet_MopaneLimitedEdition_5.webp?v=1737618591,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new-buffet-crampon-mopane-festival-bb-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponFestivalB_Clarinet_MopaneLimitedEdition_4.webp?v=1737618591,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
